datetime	content	title	channels
2020-10-12 23:16:22	特朗普竞选团队经理比尔·斯蒂芬（Bill Stepien）称自己重回办公室，此前其新冠检测呈阳性。		国际
2020-10-12 23:14:02	【海南三亚：台风“浪卡”将至 学校停课 景区关闭】10月12日晚，三亚市三防指挥部发布通知，受第16号台风“浪卡”影响，根据《三亚市防台风应急预案》相关规定，三亚市三防办指挥部决定于10月13日中午至14日中午全市学校停课，各学校和家长务必做好学生安全保障。按照三亚市三防指挥部要求，10月13日8时，三亚将关闭所有景区景点。（央视新闻）		宏观
2020-10-12 23:11:42	欧洲央行副行长金多斯：我们将根据12月的新预测，重新评估一揽子计划。		国际
2020-10-12 23:10:34	欧洲央行副行长金多斯：欧洲央行有时间来决定紧急抗疫购债计划（PEPP）的未来。		央行
2020-10-12 23:09:35	英国新增50例新冠肺炎死亡病例，此前一天新增65例。		疫情
2020-10-12 23:08:18	纳指涨2%，大型科技股普涨。		市场
2020-10-12 23:07:48	Forexlive分析师Greg Michalowski：英国首相约翰逊宣布新的防疫计划后，英镑走高。该计划包括3个警戒级别，包括中等、高和极高。学校和零售店将继续开放，但在警戒等级最高的地方，将实施新的限制措施。交易员们正推动英镑继续走高，从日线图看，英镑兑美元GBP/USD处于9月8日以来的最高水平，并接近9月1日最高水平的50%回撤位1.30777，从技术角度看，高于这一水平或将进一步上涨。		观点
2020-10-12 23:07:37	意大利新增新冠肺炎确诊病例4619例，周日新增5456例。		国际
2020-10-12 23:06:24	英国周一报告新增13972例新冠肺炎确诊病例，前一天为12872例。		疫情
2020-10-12 23:06:17	【国金证券：部分核心交易条款未达成一致 终止与国联证券合并】国金证券12日公告称，公司接获控股股东终止转让股份的通知，同时经审慎研究，公司决定终止筹划此次重大事项，公司股票将于13日复牌。国金证券相关负责人向中新经纬记者表示，终止上述事项的原因为“双方就部分核心交易条款未能达成一致意见”，且未来一个月内公司不再筹划重大资产重组事宜。至于终止事项是否与证监会要求国金证券自查、提交内幕信息知情人名单有关，对方表示公司积极配合监管部门的相关工作，持续依法依规做好内幕信息管理工作。（中新经纬）		公司
2020-10-12 23:05:43	欧洲央行副行长金多斯：欧洲央行正密切关注第二波疫情风险和不确定性。		央行
2020-10-12 23:05:30	欧洲央行副行长金多斯：将根据形势采取政策行动。		央行
2020-10-12 23:05:11	欧洲央行副行长金多斯：高频指标表明经济动能正在丧失。		国际
2020-10-12 23:03:02	短纤期货上市首日夜盘收涨3.17%。		市场
2020-10-12 23:01:25	威斯康星州法官支持州长在室内佩戴口罩的命令。		国际
2020-10-12 23:01:04	世行行长马尔帕斯：20国集团正在考虑将暂停偿债计划（DSSI）延长6个月，并根据债务可持续性制定进一步延期的规定。		国际
2020-10-12 23:00:04	【我国网约车日均订单量超2100万单】交通运输部运输服务司二级巡视员孟秋12日介绍，截至目前，各地已发放网约车经营许可牌照104万张，网约车驾驶员证250万张，网约车日均订单量2100余万单。（新华网）		行业
2020-10-12 22:59:36	英国央行委员哈斯克尔：不认为会有行业被大流行彻底摧毁。		央行
2020-10-12 22:58:27	【国金、国联终止合并，疑与监管严查内幕交易有关】10月12日晚间，国金证券和国联证券双双发布公告称，终止此前闹得沸沸扬扬的资产重组计划，国金证券控股股东终止向国联证券转让股份。一位接近相关券商的人士称，重组的终止与这次事件可能涉嫌内幕交易有关。“不过，事情具体是怎样的，现在有两个说法：一个是因为这次的内幕交易痕迹太明显、负面影响太大，监管叫停了两家券商的合并；另一个是监管要严查内幕交易，两家券商就放弃合并了，这样在具体追责的时候，可能就因为最终没有完成交易，在追责方面进行一些抗辩。”上述人士指出。（21财经）		公司
2020-10-12 22:58:09	英国央行委员哈斯克尔：我们需要更仔细地研究为什么GDP数据令人失望。		央行
2020-10-12 22:58:02	英国央行委员哈斯克尔：8月份的英国国家统计局数据一致低于预期。		央行
2020-10-12 22:55:37	【厂商停车检修新增供应减少 苯胺价格大涨逾五成】据生意社数据显示，近期苯胺价格大幅上涨，10月11日苯胺参考价为6400.00元/吨，与10月2日5300.00元/吨相比，上涨了25.98%，与7月24日4233.33元/吨相比，上涨了51%。业内人士指出，目前苯胺企业整体库存无压力，现货只有少量外放。部分苯胺工厂产线停车检修，市场新增供应量减少。下游农药、染料等需求稳定，预计后市苯胺价格将继续震荡走高。（中证资讯）		行业
2020-10-12 22:55:04	【煤炭期货创年内新高 煤企兼并重组助力行业发展】12日，动力煤、焦煤期货2101合约分别收涨3.61%和2.36%，均创出年内新高。日前山西省宣布，拟联合重组同煤集团、晋煤集团、晋能集团，同步整合潞安集团、华阳新材料科技集团相关资产和改革后的中国（太原）煤炭交易中心，组建晋能控股集团。中泰证券陈晨认为，兼并整合加快，有利于提升定价话语权，促进长远高质量发展，看好淮北矿业、潞安环能、西山煤电等弹性标的。（上证资讯）		行业
2020-10-12 22:54:43	美国国会参议员Lee：医师的信件表明，通过隔离可以消灭新冠肺炎病毒。		疫情
2020-10-12 22:54:17	【粘胶短纤行业低库存叠加需求复苏 价格持续上调】据百川盈孚数据，12日，江西、九江、福建货源的粘胶短纤承兑报价上调250元/吨，达到9850元/吨。从8月份低点以来，粘胶短纤价格累计涨幅近20%。国盛证券王席鑫认为，粘胶短纤行业扩产已接近尾声，下游纺服、出口需求复苏，供需格局持续改善。目前行业库存17.14万吨，已较7月份下降45%。公司方面，新乡化纤是粘胶行业龙头企业，吉林化纤主要从事粘胶纤维业务。（上证资讯）		行业
2020-10-12 22:53:56	【工信部加强网络安全风险排查 行业成长空间广阔】工信部12日发布《关于做好2020年电信和互联网行业网络安全检查工作的通知》，将围绕加快推进网络强国建设战略目标，加强网络安全风险隐患排查。开源证券陈宝健指出，随着网络安全法、等保2.0等相关法律法规逐步落地，护网行动力度加大，将推动网络安全市场的高速增长。据IDC预测，2020年中国网络安全市场总体支出将达到78.9亿美元，到2024年将达167.2亿美元，年复合增速为18.7%。（上证资讯）		行业
2020-10-12 22:53:36	【工业富联与中科煜宸签署战略合作框架协议】据工业富联消息，日前，工业富联与南京中科煜宸激光技术有限公司（简称“中科煜宸”）签署战略合作框架协议。双方将在技术、信息、人才等资源上进行整合，以工业富联位于衡阳、晋城、佛山等地的“智造谷”项目为基地，共同开拓激光熔覆、激光焊接/切割、3D金属打印等领域的产品及服务市场，打造高附加值全产业链，培养优质人才，推动区域协同合作。		行业
2020-10-12 22:52:21	惠誉：即将举行的美国大选将对政策格局产生重大影响。		国际
2020-10-12 22:51:07	英镑兑美元GBP/USD短线走高近20点，报1.3062。		市场
2020-10-12 22:50:08	据媒体报道：土耳其与日本将于10月13日签署技术合作协议。		国际
2020-10-12 22:49:49	【巴赫发表致全世界奥运代表团团长讲话 承诺任何条件下都准备举办一届安全的奥运会】国际奥委会主席巴赫和东京奥组委主席森喜朗12日分别发表致全世界各个国家和地区奥运代表团团长的讲话，巴赫在讲话中承诺，不管明年全世界面临何种状况，都准备举办一届安全的奥运会。巴赫和森喜朗的视频讲话通过东京奥组委发布，在讲话中，巴赫感谢所有代表团团长和运动员们在面对肆虐全球的新冠肺炎疫情时表现出来的团结和对奥林匹克运动的支持，并表示这种团结给了国际奥委会成功举办东京奥运会的信心。（新华社）		国际
2020-10-12 22:48:21	德国财政部高级官员：全球数字税收协议需要避免分歧。		国际
2020-10-12 22:47:48	英国首相约翰逊：我们在抗击病毒方面的表现越来越出色。		国际
2020-10-12 22:47:23	德国财政部高级官员：经合组织在全球税收框架方面取得了进展，乐观地认为这种情况将在未来几个月继续下去。		国际
2020-10-12 22:47:11	【西班牙首相桑切斯：华为将助力西班牙5G发展】据西班牙媒体报道，西班牙首相桑切斯日前表示，西班牙的5G发展将主要依靠西班牙电信集团（西电）和华为，同时也不排除与欧洲其他国家和美国企业的技术合作。桑切斯说，西班牙电信集团宣布，在今年年底前西班牙75%的领土将拥有5G。他强调，将拓宽运营商合作伙伴范围，包括来自中国的伙伴。（澎湃）		公司
2020-10-12 22:46:56	英国央行委员哈斯克尔：将在周三生效前对新的规则进行辩论和投票。		国际
2020-10-12 22:46:23	英国央行委员哈斯克尔：负利率可能会冲击银行利润率，但可能会被对经济的积极影响所抵消。		国际
2020-10-12 22:46:16	英国央行委员哈斯克尔：我们对负利率的适用性持绝对开放的态度。		国际
2020-10-12 22:46:08	英国首相约翰逊：我们正在与其他地方领导人就封锁规定进行谈判。		国际
2020-10-12 22:45:22	英国首相约翰逊：英格兰默西塞德郡将从周三起进入非常高的警戒级别。		国际
2020-10-12 22:44:23	英国首相约翰逊：政府将扩大对受影响者的经济支持。		国际
2020-10-12 22:44:16	英国首相约翰逊：非常高的警戒级别意味着酒吧将关闭。		国际
2020-10-12 22:43:20	英国首相约翰逊：大部分地区在当地封锁后将进入高级别警戒。		国际
2020-10-12 22:43:00	英国首相约翰逊：高警戒等级旨在减少家庭到家庭的传播。		国际
2020-10-12 22:42:53	英国首相约翰逊：中等警戒级别将覆盖全国大部分地区。		国际 疫情
2020-10-12 22:42:15	英国首相约翰逊：中等警戒级别将覆盖全国大部分地区。		国际
2020-10-12 22:42:07	英国首相约翰逊：新冠疫情的级别是中等、高和非常高水平。		国际
2020-10-12 22:41:58	理想汽车短线拉升，现涨超5%。		公司
2020-10-12 22:40:55	英国首相约翰逊：我们现在将简化我们的地方规则。		国际
2020-10-12 22:40:33	【平安基金钱晶：新能源汽车产业或将迎发展黄金期】10月12日晚间，平安中证新能源汽车ETF的基金经理钱晶发布观点指出，在持续的政策利好和需求释放趋势下，新能源汽车产业或将迎来发展黄金期。钱晶表示，目前，我国新能源汽车渗透率仅有5%，根据《新能源汽车产业发展规划》，2025年要实现渗透率25%的目标，这意味着未来5年电动车终端销量复合年化增速要达到38%，行业增长空间巨大。（中证网）		行业 观点
2020-10-12 22:40:15	英国首相约翰逊：目前的传播率为1.2-1.5。		疫情
2020-10-12 22:39:59	现货白银日内跌幅扩大至1.2%，报24.8美元/盎司。		市场
2020-10-12 22:39:51	英国首相约翰逊：我们必须采取行动。		国际
2020-10-12 22:39:45	英国首相约翰逊：我们不能让病毒肆虐。		国际
2020-10-12 22:39:38	英国首相约翰逊：我不喜欢对企业施加限制。		国际
2020-10-12 22:39:23	据北京日报：明天，青岛流亭机场进出港航班已取消110架次。		疫情
2020-10-12 22:39:15	英国首相约翰逊：推迟其他治疗将损害国民的长期健康。		国际
2020-10-12 22:39:03	英国首相约翰逊：让病毒肆虐将意味着无法忍受的死亡人数。		国际
2020-10-12 22:38:05	英国首相约翰逊：与我们进入封锁期时相比，更多的人在医院感染了新冠病毒。		国际
2020-10-12 22:37:12	英国首相约翰逊：国家封锁不会是正确的做法。		国际
2020-10-12 22:37:02	英国首相约翰逊：新冠肺炎确诊病例在三周内增长了四倍。		国际
2020-10-12 22:36:16	美股涨幅扩大，标普500指数涨1%。 道指涨超200点，苹果涨超3%领涨成分股。		市场
2020-10-12 22:30:38	道指上涨200点，成分股苹果涨超3%，WBA和高盛涨超2%，陶氏化学、耐克、IBM、麦当劳、安进、雪佛龙等跌幅不到1%。标普500指数目前涨约1%，纳指涨超1.4%。		市场
2020-10-12 22:29:46	"【高盛：拜登获胜可能成为油价的“积极催化剂”】高盛的大宗商品团队写道，""我们预计即将到来的美国大选不会影响我们对石油和天然气价格的乐观预期，蓝波可能实际上是一种积极的催化剂。"" 拜登政府可能会提高石油生产(尤其是页岩油)的成本，并加强监管，从而进一步推高油价。"		观点
2020-10-12 22:29:28	现货黄金短线走低逾4美元，现报1921.52美元/盎司。		市场
2020-10-12 22:29:21	现货白银短线走低0.2美元，报24.92美元/盎司。		市场
2020-10-12 22:26:18	【立昂微：浙江省产业基金等对金瑞泓微电子增资13亿元】立昂微(605358)10月12日晚公告，公司拟对控股子公司金瑞泓微电子进行现金增资并与增资方签订增资交易文件。浙江省产业基金有限公司、衢州市大花园建设投资发展有限公司、浙江金瑞泓科技股份有限公司、仙游泓亿、仙游泓仟合计对金瑞泓微电子增资13亿元。增资完成后，金瑞泓微电子注册资本由12亿元增加至25亿元，公司对金瑞泓微电子持股比例变更为20.04%，仍对金瑞泓微电子具有控股权。		公司
2020-10-12 22:23:22	部分中概电商股涨幅扩大，唯品会涨超6%，拼多多涨超5%，京东涨4.5%。		公司
2020-10-12 22:22:11	【全球黄金ETF连续十个月净流入】12日，世界黄金协会发布消息，截至9月底，全球黄金ETF创纪录地连续十个月出现净流入，与2008年以及2016年出现的连续流入趋势相当。世界黄金协会表示，9月亚洲的黄金ETF总持仓上升了6.8吨，其主要驱动来自于中国新上市的两只上海金ETF。		市场
2020-10-12 22:21:47	【桥水第二只境内私募基金在基金业协会完成备案】中国证券投资基金业协会网站信息显示，对冲基金桥水基金的第二只境内私募基金日前已经在基金业协会完成备案。该产品名为“桥水全天候增强型中国私募证券投资基金二号”，托管人为招商证券股份有限公司，基金于9月28日成立，9月30日备案。		公司
2020-10-12 22:20:35	欧盟委员会副主席兼“外长”博雷利：希望希腊和土耳其的会谈计划仍在谈判桌上。		国际
2020-10-12 22:17:56	【湖北襄阳将在宜城建设国内首条轻量化磁浮公交系统示范线】10月11日，从汉江捷运装备总部基地建设指挥部了解到，正在加快推进的襄阳电车中心项目总投资8亿元，将在宜城建设全长5.3公里的国内首条轻量化磁浮公交系统示范线。（湖北日报）		行业
2020-10-12 22:17:35	【澳研究说新冠肺炎病毒可在光滑表面上存活达28天】澳大利亚联邦科学与工业研究组织10月12日发布公报说，该机构科研人员发现新冠肺炎病毒能在玻璃（如手机屏）、不锈钢等光滑表面上存活长达28天。测试结果发现，新冠肺炎病毒有三个特点：在较低温度下存活更长时间；与多孔的复杂表面（例如棉质）相比，在无孔或光滑表面（例如玻璃、不锈钢和乙烯基）上存活时间更长；在纸质钞票上存活时间比在塑料钞票上更长。参与研究的黛比·伊格尔斯说，研究中发现，在室温大约为20摄氏度时，新冠肺炎病毒非常“顽固”，在玻璃等光滑表面上存活了28天，而“针对甲型流感病毒的相似实验显示，甲型流感病毒在此类表面上存活了17天，这凸显新冠肺炎病毒的顽固性”。（新华视点）		疫情
2020-10-12 22:16:32	IMF：政府致力于“有利于增长”的财政巩固。		国际
2020-10-12 22:15:41	市场消息：IMF工作人员进一步了解了阿根廷的政策计划。		国际
2020-10-12 22:12:36	IMF声明：国际货币基金组织计划在11月中旬开始阿根廷的项目谈判。		国际
2020-10-12 22:11:09	IMF声明：国际货币基金组织工作人员与阿根廷当局举行了“富有成效的会议”。		国际
2020-10-12 22:10:47	德国经济部长阿尔特迈尔：从某个角度上讲，需要在欧洲逐步取消经济刺激计划。		国际
2020-10-12 22:09:51	WTI原油期货维持将近3%的跌幅，暂报39.40美元/桶，徘徊于美股盘初录得的日低39.04美元/桶附近，高盛认为，如果民主党人拜登当选美国总统，将利好油价。		市场
2020-10-12 22:09:14	【国家知识产权局：技术与创新支持中心机构已覆盖全国31个省级行政区】据国家知识产权局微信公众号10月12日消息，近日，技术与创新支持中心（TISC）和高校国家知识产权信息服务中心交流研讨活动举办，该活动由国家知识产权局公共服务司主办。据悉，包括不久前批准筹建的第四批TISC机构在内，前四批在华TISC机构已达到102家，覆盖全国31个省级行政区域。（上证快讯）		行业
2020-10-12 22:04:59	欧盟委员会副主席兼“外长”博雷利：卢卡申科没有表现出对话的意愿。		国际
2020-10-12 22:04:47	瑞幸咖啡在粉单市场跌超7%，因涉不正当竞争遭市场监管总局处以罚款200万元。		公司
2020-10-12 22:03:21	【字节跳动对多项商业化相关业务进行调整】据《财经》杂志，字节跳动多项与商业化相关的业务调整正在发生：抖音有了新的产品负责人，叫Seven；搜索广告在今日头条和抖音上线；电商加大自营，在内部构建闭环；教育业务探索高中AI课等新业务。这一系列调整正对应着字节跳动目前最重要的三大收入渠道：广告、直播电商与教育等新业务。		公司
2020-10-12 22:00:51	欧盟委员会副主席兼“外长”博雷利：欧盟领导人将在10月15-16日再次讨论土耳其问题。		国际
2020-10-12 22:00:37	【神州数码与福州市长乐区签署合作协议】神州数码消息，10月12日，第三届数字中国建设峰会在福州正式开幕。神州数码集团在峰会期间与福州市长乐区签署协议，未来，神州数码数字总部及信创产业园将有望在福州滨海新城落地，双方还将共同推动滨海新城智慧城市的建设和规划实施。		公司
2020-10-12 22:00:16	【华润置地：9月总合同销售额同比增长32%至290亿元】华润置地（01109.HK）10月12日晚在港交所发布公告，2020年9月，公司及其附属公司(集团)实现总合同销售金额约人民币290.1亿元，总合同销售建筑面积约116.6万平方米，分别按年增长32.0%及按年下降9.5%。同期，权益合同销售金额及权益合同销售建筑面积分别约172.7亿元及86.95万平方米，分别按年增长12.6%及按年下降13.1%。		公司
2020-10-12 21:59:51	土耳其国防部表示，土耳其防长阿卡尔与俄罗斯防长绍伊古通电话讨论纳卡地区冲突以及叙利亚伊德利卜和利比亚局势。		国际
2020-10-12 21:58:54	达达集团短线拉升，现涨超12%。		公司
2020-10-12 21:57:51	中芯国际ADR涨超10%，其港股今日收涨11.47%。		公司
2020-10-12 21:56:24	  财经网站Forexlive分析师Adam Button：利比亚周末宣布，在内战休战后，将在未来几周增加供应。当前的油价下跌可能是技术性的，此前在日低的支撑位被打破。		国际
2020-10-12 21:54:15	  上海原油期货主力合约跌1.06%。		其他
2020-10-12 21:54:03	  欧盟委员会副主席兼“外长”博雷利：欧盟下次制裁将涵括白俄罗斯总统卢卡申科。		国际
2020-10-12 21:53:47	  【华润置地9月总合同销售额同比增长32%至290亿元】华润置地发布公告，2020年9月，公司及其附属公司(集团)实现总合同销售金额约人民币290.1亿元，总合同销售建筑面积约116.6万平方米，分别按年增长32.0%及按年下降9.5%。同期，权益合同销售金额及权益合同销售建筑面积分别约172.7亿元及86.95万平方米，分别按年增长12.6%及按年下降13.1%。		公司
2020-10-12 21:53:15	  受油价下跌拖累，美国能源股全线走低，埃克森美孚跌0.75%，雪佛龙跌0.3%，康菲石油跌0.51%，斯伦贝谢跌1.23%，西方石油跌3.14%。		国际
2020-10-12 21:50:57	  交易平台Bitstamp显示，比特币涨破11500美元/枚。		国际
2020-10-12 21:49:29	  WTI原油期货跌幅扩大至3%，报39.42美元/桶；布伦特原油期货跌2.7%，报41.7美元/桶。		焦点 国际
2020-10-12 21:47:32	  欧洲央行在截至10月9日的一周内净买入134.25亿欧元的紧急抗疫购债计划（PEPP）债券，一周前为118.55亿欧元。		国际
2020-10-12 21:47:11	  青岛：全力加强患者救治工作，加快推进全员核酸检测。（半岛新闻）		其他
2020-10-12 21:46:53	苹果、谷歌、以及Facebook可能会被纳入欧盟一份新版“黑名单”，相比其他众多规模偏小的公司、苹果等相关公司可能会被要求遵守更加严苛的规则。		国际
2020-10-12 21:46:09	  福特汽车涨5.24%，此前获Benchmark上调评级至买进。		国际
2020-10-12 21:43:51	  荔枝涨超62%，此前发布公告称其成为首批广东省网络视听试点机构之一。		公司
2020-10-12 21:41:51	  以色列总理内塔尼亚胡：将密切合作确保疫苗供应。		国际
2020-10-12 21:41:29	【澳门全面审视现行各项防疫措施 】澳门新型冠状病毒感染应变协调中心12日表示，澳门抗疫已经历很长一段时间，在“十一”黄金周后正全面审视现行各项防疫措施。（新华社）		其他
2020-10-12 21:40:43	  以色列总理内塔尼亚胡：以色列正研发快速进行新冠病毒检测。		国际
2020-10-12 21:37:48	  美股明星科技股普涨，亚马逊、Facebook涨超2%，谷歌A涨1.92%，微软涨1.83%，奈飞涨1.16%。		国际
2020-10-12 21:35:12	  百度涨2.08%，早前宣布百度自动驾驶出租车服务在北京全面开放。		公司
2020-10-12 21:33:58	  美股新能源汽车板块走高，理想汽车、蔚来汽车、小鹏汽车涨超2%，特斯拉涨1.79%。		国际
2020-10-12 21:32:53	  虎牙跌幅扩大至10%。		国际
2020-10-12 21:32:19	  苹果涨超2%，公司将于14日举行新品发布会。		公司
2020-10-12 21:30:29	【道指开盘涨0.4%，标普500涨0.8%，纳指涨1.3%】斗鱼涨16.4%，虎牙跌7.0%，虎牙和斗鱼双方签订合并协议，虎牙将购买所有斗鱼的流通股票。百度涨2.6%，百度自动驾驶出租车服务在北京开放。		公司 市场 国际
2020-10-12 21:30:26	  意大利10年及30年国债收益率触及纪录新低。		国际
2020-10-12 21:28:33	【世纪鼎利：实控人拟发生变更】世纪鼎利公告，特驱五月花拟协议受让叶滨所持部分公司股份，并接受叶滨所持上市公司剩余部分股份的表决权委托及现金认购上市公司向特定对象发行的新股。完成后，世纪鼎利的控股股东变更为特驱五月花，实际控制人变更为陈育新与汪辉武。		公司
2020-10-12 21:27:11	  IMF总裁格奥尔基耶娃：（被问及如何利用国际货币基金组织的黄金储备来增加贷款），认为黄金储备是“金融缓冲”。		国际
2020-10-12 21:26:25	吉尔吉斯斯坦解除国际金融业务禁令。		国际
2020-10-12 21:25:45	  世行行长马尔帕斯：G20上周关于减免债务的争论“很激烈”。		国际
2020-10-12 21:25:13	  据英国广播公司（BBC）：英国首相约翰逊新闻发布会预计将在当地时间19:00（北京时间凌晨两点）召开。		国际
2020-10-12 21:23:46	【国药集团新冠疫苗北京武汉开放预约？9万人报名，官方未回应】10月12日，国药集团相关人士在朋友圈转发消息称，目前国药集团新冠疫苗已经在北京和武汉开放预约接种。具体可以通过国药集团官网或扫描国药集团提供的二维码进行预约，预约者在约2周后收到通知，并到指定地点注射。澎湃新闻在国药集团官网和中国生物官网查询发现，目前并没有相关预约消息或二维码。澎湃新闻就此消息向国药集团中国生物方面，截至发稿前，并未得到回应。而上述相关人士朋友圈消息已经删除，对方回应称，自己的朋友圈也是转发，“后来人家说现在不行了”，原因暂时不清楚。		公司
2020-10-12 21:23:24	  世行行长马尔帕斯：世界银行希望债务暂停期延长一年。		国际
2020-10-12 21:22:35	  【奇安信与福州市政府达成战略合作助推福州数字经济高质量发展】10月12日，在第三届数字中国建设峰会上，奇安信集团与福州市政府正式签署战略合作协议，双方将在信创应用、智慧城市、政务云安全、网络安全人才培养、网络安全保障服务、城市网络安全运营中心、产业投资等领域开展深度合作。		其他
2020-10-12 21:21:26	  俄总统新闻秘书表示，克宫方面认为，有关俄美两国在美总统选举之前还是之后达成新军备控制协议的问题是次要的，重要的是要在协议到期前达成。		国际
2020-10-12 21:20:34	  世行行长马尔帕斯：到2021年，极端贫困状况可能会恶化。		国际
2020-10-12 21:20:21	  伊朗伊斯兰共和国通讯社（IRNA）：伊朗与伊拉克就释放伊朗资金达成协议。		国际
2020-10-12 21:18:41	【凯莱英：披露定增报告书 高瓴资本获配440.53万股】凯莱英10月12日晚间披露非公开发行股票发行情况报告书，本次非公开发行新增股份1017.87万股预计于10月16日上市。本次发行对象共有9名，其中高瓴资本管理有限公司获配股数为440.53万股，获配金额近10亿元，锁定期6个月。		公司 焦点
2020-10-12 21:17:31	  白俄罗斯警方称如有必要，可能会使用武器。		国际
2020-10-12 21:16:52	  【世纪鼎利：拟定增募资不超过9.01亿元】世纪鼎利公告，拟定增募资不超过9.01亿元，扣除发行费用后全部用于补充流动资金，股票复牌。		公司
2020-10-12 21:16:15	  IMF总裁格奥尔基耶娃：我们正在努力动员现有的特别提款权，以帮助受伤害最严重的国家。		国际
2020-10-12 21:15:09	  世纪鼎利：拟定增募资不超过9.01亿元，扣除发行费用后全部用于补充流动资金。股票复牌。		公司
2020-10-12 21:12:07	  圣邦股份：终止发行股份及支付现金购买资产并募集配套资金事项并撤回申请文件，此前公司拟购买钰泰半导体71.30%的股权。		公司 焦点
