datetime	content	title	channels
2020-01-06 23:27:28	现货黄金跌破1570美元/盎司，日内涨幅缩窄至1.15%，较日内高点跌去近18美元；现货白银日内涨幅收窄至1%，现报18.20美元/盎司。		市场
2020-01-06 23:25:31	"【报告：苹果""毫米波5G""iPhone推迟到年底或明年初上市】投资研究公司Susquehanna在一份研究报告中称，苹果公司将在今年9月首次推出第一款5G iPhone。但这些iPhone将支持较慢版本的5G网络，而支持5G mmWave的更快版本的5G iPhone要等到2020年12月或2021年1月才能推出。Susquehanna在报告中称：“根据我们的调查，推迟发布是因为苹果决定使用自家的采封装天线（AiP）模块，而不是从第三方购买。”"		公司
2020-01-06 23:23:41	【友邦保险集团区域首席执行官蔡强辞职】友邦保险集团区域首席执行官蔡强已决定于今天辞职，其未来去向将是数字科技行业，这也是其兴趣所在。友邦保险集团首席执行官兼总裁黄经辉在内部邮件中对蔡强的工作给予了极大肯定，称其为友邦保险集团在中国、越南等多个市场的发展做出了巨大且持续的贡献。		公司
2020-01-06 23:17:52	【投行Evercore：油市面临潜在的“黑天鹅”】目前全球石油投资者正在密切关注美伊局势，最主要的三大看点分别是：一、特朗普通过社交媒体工具来通知国会对伊朗采取军事行动；二、伊拉克国会投票决定让美国撤军；三、伊朗暂停履行2015年伊核协议的承诺与义务。但除此以外，仍然不能排除其他影响局势走向的意外事件，其中的“黑天鹅”事件可能会是美国政府对国内页岩油产业作出某种形式的支持，并以此降低油市供应短缺的风险。有报告指出，页岩巨头大陆资源公司CEO哈罗德曾经接受过特朗普的命令。		观点
2020-01-06 23:16:40	据报道，继三星电子之后，华为将成为三星显示器折叠式手机面板的第二个客户。这也意味着，三星显示器将改变内部直供模式，正式对外销售折叠式OLED面板。值得一提的是，小米和华为一样，也都倾向于选择三星为其折叠屏供应商，而不是LG。（IT之家）		公司
2020-01-06 23:11:11	【英国去年新车销量创六年新低】英国汽车制造商和经销商协会6日公布的数据显示，2019年英国新车销售量为231万辆，较前一年下滑2.4%，为六年来最低。数据显示，去年英国柴油车销售量下降21.8%，汽油车销售量增长2.2%，而替代燃料车中的纯电动车销售量增长144%，推动替代燃料车市场份额达创纪录的7.4%。（新华网）		行业 国际
2020-01-06 23:08:51	【德意志银行：将摩根士丹利评级从买入下调至持有 维持51美元目标价】德意志银行分析师Matt O'Connor将摩根士丹利评级从买入下调至持有，维持51美元目标价。此次降级反映了分析师对宏观前景更为谨慎，分析师亦认为该银行许多业务市场份额的进一步增长将更加困难。此外，分析师表示，该银行财富管理业务的利润率增长可能不会持续，成本节约也会更具挑战性。		观点
2020-01-06 23:04:13	【法兴银行：缺乏德国的财政刺激计划 欧元涨势有限】预计欧元兑美元EUR/USD将很难大幅上涨，除非德国增加财政支出以使经济摆脱低迷状态；欧洲央行为了恢复增长已经尽了一切努力，但我们仍看到德国经济在2020年陷入衰退；或许放宽财政政策需要在银行联盟甚至财政联盟上取得进展；如果没有更加宽松的财政政策，预计欧元的反弹幅度有限；我行预计，欧元兑美元EUR/USD将在2020年的第四季度之前涨至1.20，主要得益于该货币对被低估的简单事实。		观点
2020-01-06 23:02:18	螺纹期货夜盘收涨0.59%，热卷收涨0.56%；铁矿石期货收涨0.23%。 焦炭夜盘收涨0.56%，焦煤收涨0.85%，动力煤收涨0.14%。 橡胶夜盘收涨0.69%，沥青收涨0.90%。 豆粕夜盘收平，菜粕收涨0.17%。 郑棉夜盘收涨1.32%。		市场
2020-01-06 23:01:46	【OFO再成被执行人，执行标的超350万元】天眼查信息显示，ofo的运营主体东峡大通（北京）管理咨询有限公司自新年以来已新增3则被执行人信息，执行标的累计约为350.3万元，执行法院分别为北京市海淀区人民法院、上海市杨浦区人民法院。天眼查信息显示，陈正江以及ofo共享单车创始人戴威目前已经合计收到超过200条限制消费令，二人均被法院列为限制高消费人员。（新京报）		公司
2020-01-06 22:59:11	蔚来汽车盘初转跌，现跌0.13%。		公司
2020-01-06 22:54:42	【招商蛇口携手香江集团共建深圳会展湾展贸中心】据招商蛇口微信公众号，2020年1月6日，招商蛇口与香江集团在深圳蛇口招商局广场隆重举行了会展湾·展贸中心合作签约仪式。签约仪式上，招商蛇口与香江集团签署合作协议。招商蛇口与香江集团将以香江家居入驻会展湾展贸中心为契机，紧密合作，充分发挥各自行业优势及资源禀赋，进一步激活会展湾片区商业活力，推动深圳西部发展，打造领航湾区的商业消费体验地。		公司 其他
2020-01-06 22:54:03	油气企业普涨，中海油涨幅扩大至3.74%，中石油涨3.72%，英国石油涨近3%，道达尔涨超2%。		公司
2020-01-06 22:52:39	Habit Restaurants涨超33%，百胜餐饮据悉将以每股14美元的价格对其进行收购。		公司 焦点
2020-01-06 22:51:25	特朗普称伊朗永远不会拥有核武器。		焦点 国际
2020-01-06 22:50:26	特斯拉将在Model 3交付会上在中国推出Model Y项目。特斯拉目前上涨0.69%。		公司
2020-01-06 22:49:32	澳元兑美元跌0.3%，刷新12月26日以来低点至0.6930下方。		市场
2020-01-06 22:49:15	IHS Markit经济学家威廉姆森：由于美国国内需求上升和出口复苏的迹象导致就业人数增加，庞大的服务部门的商业活动在去年年底加快了步伐。再加上制造业走出平静的迹象，调查数据显示，整体经济增长速度加快至去年4月以来的最快。		观点
2020-01-06 22:45:34	美国12月Markit服务业PMI终值 52.8，预期 52.2，初值 52.2。		数据 焦点
2020-01-06 22:44:55	鸿海精密12月营收下降12.9%，至5395亿新台币。		公司
2020-01-06 22:40:54	【美股科技股走低 苹果跌近1%】美国大型科技股多数走低，苹果跌0.89%，亚马逊跌0.24%，奈飞跌1.13%，谷歌涨0.08%，Facebook跌0.39%，微软跌0.83%。		公司
2020-01-06 22:39:47	现货白银短线下挫0.07美元，现报18.29美元/盎司；现货黄金短线跌近4美元，现报1573.89美元/盎司。		市场
2020-01-06 22:36:57	【魏桥集团投资12亿元上马分布式发电项目】据新京报报道，魏桥创业集团300MW分布式光伏发电一期项目各配电室陆续展开并网发电操作。该项目利用魏桥创业集团各区域工业园区闲置的屋顶资源，建设屋顶分布式光伏发电项目，所发电力采用自发自用模式，规划总装机容量约300兆瓦。共包含25个子项目，总投资约12亿元人民币，计划于2020年6月底全部并网发电。项目建成后，年均节约标煤约10.34万吨。		公司
2020-01-06 22:33:22	美股黄金股上扬，Vista Gold Corporation涨超7%，哈莫尼黄金涨超4%。		公司
2020-01-06 22:30:35	【道指开盘跌0.7%，标普500跌0.6%，纳指跌0.8%】蔚来汽车涨9.7%，12月份汽车交付量创新高，环比增长25.4%。 波音跌1.3%，波音737 Max又曝缺陷，或致飞机短路坠毁。能源与黄金股继续表现强势。		市场
2020-01-06 22:30:15	【农业农村部周三将就12月份生猪生产形势举行新闻发布会】1月8日（周三）上午10时，农业农村部新闻办公室就12月份生猪生产形势举行例行新闻发布会并回答记者提问。		其他
2020-01-06 22:24:23	美、布两油短线下挫近0.5美元，现分别报63.46美元/桶及69.20美元/桶。		市场
2020-01-06 22:23:49	【前纽约联储主席杜德利建议设立常备回购协议机制】曾负责美联储与金融市场互动的前纽约联储主席杜德利表示，美联储应该引入一个讨论已久但从未实施的工具，以确保美国货币市场保持平稳。他建议设立常备回购协议机制。他认为，这种常备回购协议机制应该向广泛的交易对手开放，并接受美国国债和机构抵押贷款支持证券作为抵押。他对美联储的货币政策工具包提出了其他一些改革，包括不再强调联邦基金利率是央行的主要政策基准。		观点 央行 国际
2020-01-06 22:20:58	【国信证券与华为达成战略合作】国信证券官方微信公众号消息，1月4日国信证券与华为公司在深圳签订全面战略合作协议，双方将就金融科技、关键基础设施的安全可控等数字化技术，在行业的应用及创新方面展开合作，助力国信证券数字化转型。		公司
2020-01-06 22:13:28	标普：因外部资金需求以及债务成本，巴林、卡塔尔以及阿曼最容易受到持久且广泛的海湾地区冲突的影响。		观点
2020-01-06 22:08:38	波音美股盘前下跌1.22%，据多份报道，波音737 MAX想要复飞可能会面临更多问题。美国联邦航空管理局（FDA）可能要求对737 MAX飞行员进行更多培训。波音证实了媒体报道的一项内部审计发现了控制飞机机尾的电子线路问题。此外，有报道称，波音正在考虑增加新债务，以支撑其存在压力的财务状况。		公司
2020-01-06 22:07:33	凯投宏观：美伊局势紧张在短期内将使油价的涨势得以维持，如果不考虑地缘政治因素，预计供应受限和需求适度回升也会在2020年推升油价。		观点
2020-01-06 22:04:45	美国总统顾问康威在被问及特朗普是否对其仍能与伊朗就伊核协议谈判时表示，“当然，一定有”。美、布两油暂时波动不大。		焦点 国际
2020-01-06 22:02:58	【金浦钛业上调钛白粉售价 行业供需或继续向好】金浦钛业6日晚公告上调钛白粉售价。今年以来，已有包括天原集团、成都钒钛、海峰鑫等在内的多家钛白粉企业发布调价函。钛白粉下游主要是涂料、塑料、造纸等行业，华西证券杨伟指出，全球钛白粉前四大龙头2018年开工率高达95%，2018年至2019年产品价格价差相较过去两年已有大幅改善，并预计2020年至2021年钛白粉全球供需或将保持平衡，成本端的上涨有望顺利向下游传导。相关公司有龙蟒佰利、中核钛白等。（上证资讯）		公司
2020-01-06 22:01:33	【蔚来汽车销量大增 造车新势力推动汽车电动化】蔚来汽车公布2019年12月交付数据：当月交付量3170台，创出当年新高，并保持了下半年以来的持续增长势头。全年累计交付量20565台，同比增长81%。A股公司中，德赛西威近日接受了多家机构调研，公司表示智能驾驶辅助产品销量稳步提升，业务订单持续扩大；四维图新向蔚来提供地图、导航软件、车联网服务等产品；德联集团是蔚来汽车精细化学品的重要合作伙伴。（上证资讯）		公司
2020-01-06 22:01:01	【三星折叠屏正式对外销售 华为成为首家客户】据报道，继三星电子之后，华为将成为三星显示器折叠式手机面板的对外销售首家客户。这也意味着，三星显示器将改变内部直供模式，正式对外销售折叠式OLED面板。华为今年发布的Mate X二代，有望加入三星显示器供应方。此外，报道称小米也考虑采用三星显示的面板，用于开发可折叠手机。相关公司有双星新材、香山股份等。（中证资讯）		行业 公司
2020-01-06 21:57:11	【整合社会服务资源 商务部多措并举培育电商发展壮大】商务部多措并举培育电商发展壮大，扎实推进电子商务与快递物流协同发展，依托国家级电子商务示范基地积极整合社会服务资源、促进消费和扶贫、带动就业创业等。新增补了13家国家级电子商务示范基地，根据全部112家国家电子商务示范基地评估结果显示，基地实现电子商务交易额近4.42万亿元，入驻电商企业超过5.37万家，创建商标品牌超过2.54万个。相关概念股主要有南极电商、苏宁易购等。（中证资讯）		行业
2020-01-06 21:55:17	现货黄金短线回升超3美元，现报1574.79美元/盎司。		市场 国际
2020-01-06 21:49:49	【百度、网易、携程有意赴港二次上市？阿里或开启中概股回港潮】 在阿里标杆示范效应下，多只中概股亦蠢蠢欲动，据香港某投行人士透露，近期网易、携程、百度均有意回归，与港交所就二次上市进行洽谈。记者就此向上述几家公司相关负责人求证，其均表示不可置评。在阿里巴巴去年11月26日挂牌上市当天，港交所行政总裁李小加接受记者采访时表示，阿里的回归表示香港资本市场仍然具有强大吸引力，相信未来会有更多中概股“回家”。		公司
2020-01-06 21:47:29	【万丰奥威；为特斯拉供应镁合金部件 铝合金轮毂业务正在对接】万丰奥威1月6日在互动平台表示，公司作为特斯拉全球一级供应商，主要为其供应镁合金部件，铝合金轮毂业务也在对接。		公司 A股
2020-01-06 21:42:31	伦敦金属交易所（LME）三个月期铝涨至1830.50美元/吨，创2019年7月以来新高。		市场 国际
2020-01-06 21:41:02	三连板世运电路：特斯拉不是公司客户，关于公司是特斯拉主力PCB供应商的传言是不准确的。		公司
2020-01-06 21:40:21	【施乐获得240亿美元融资以推进收购惠普计划】施乐控股周一表示，已从花旗集团、瑞穗证券和美国银行获得240亿美元的融资，计划出价335亿美元收购惠普公司。11月，施乐提出了以现金加股票方式收购惠普，但被惠普拒绝了。		公司 焦点
2020-01-06 21:32:48	现货白银短线一度跌近0.8美元，现报18.35美元/盎司。		市场 国际
2020-01-06 21:30:30	【有关部门正在研究2021年后取消海上风电国补】记者获悉，有关部门正在研究2021年后取消海上风电国补。业内人士认为，政策将以更加市场化的方式推动行业发展，这也意味着海上风电平价时代即将到来。补贴退坡后，冲刺抢装或成必然。海通证券研究认为，发电集团等会尽可能在2021年底前完成并网，2020年至2021年风电行业的景气度有望继续提升，抢装从陆上蔓延到海上，相关企业将显著受益。（中国证券网）		行业
2020-01-06 21:29:35	【数百家中国企业将携创新科技成果亮相CES】2020年美国拉斯维加斯消费电子展（CES）7日将正式开幕。展会主办方、美国消费技术协会主席加里·夏皮罗日前对记者说，数百家中国企业将携创新科技成果亮相本届展会，中国企业的创新能力“与日俱增”。（新华社）		其他
2020-01-06 21:23:39	【财富证券：2020年沪指有机会站稳3400点】财富证券认为2020年沪指有机会站稳3400点，维持在3300-3500区间震荡，创业板指则有望站上2200点。展望2020年市场风格，成长风格将占优，价值风格依然延续，周期板块有阶段性机会。一季度风格预计将保持均衡。		观点
2020-01-06 21:22:02	波罗的海干散货指数跌6.95%，报844点。		市场
2020-01-06 21:06:48	【上海市委深改委今年首次会议：全力做好全面深化改革大文章】会议审议通过《关于推进中国（上海）自由贸易试验区临港新片区、长三角生态绿色一体化发展示范区干部管理模式创新的若干意见（试行）》等。会议强调，要对标最高标准、最好水平，深挖改革潜力，寻找新突破口，画好改革“工笔画”，更好释放改革红利、激活发展潜能。要突出制度建设这条主线，强化系统集成、协同高效，优化上下联动、条块结合，推动各项改革落地见效。要站高一步、看远一步、想深一步，认真研究谋划事关全局和长远发展的重大改革，力争在重要领域和关键环节取得突破，更好服务经济社会发展大局。（澎湃）		宏观
2020-01-06 21:06:16	 【光伏支架龙头—中信博调整上市方向 拟赴科创板】江苏中信博新能源科技股份有限公司于1月6日向当地证监局披露了上市辅导备案，公司拟赴科创板上市。中信博是光伏支架龙头企业，公司曾在2019年6月份披露招股书，计划在深交所上市，但3个月后终止。		公司
2020-01-06 21:05:27	【美国银行：欧元在2020年仍被低估 今年美国经济增速将低于潜在水平】美国银行认为，欧元兑美元EUR/USD在2020年可能会走强，但仍被低估。从某种程度来说，在过去两年特朗普的政策使得美元处在均衡水平之上，随着这些政策影响的消散，美元将逐渐回归至均衡水平。该行经济学家预计，美国的财政政策影响将完全消散，美国今年的经济增速将低于潜在水平。此外，预计欧元兑美元EUR/USD2020年底将升至1.15,，但仍低于其“均衡预估”1.20-1.25的水平。		观点 国际
2020-01-06 21:01:05	【众应互联：签订战略融资支持合作框架协议】众应互联1月6日晚间公告，公司近日与北京海淀科技金融资本控股集团股份有限公司签署了《战略融资支持合作框架协议》。根据协议，北京海淀科技金控集团及其控股子公司有意在市场化的融资成本基础之上，向众应互联提供包括但不限于直接融资、融资担保、综合授信等一揽子的融资工具，为众应互联提供配套资金支持。		公司
2020-01-06 21:00:21	国内期市夜盘开盘，沪金高开逾1%，沪银高开0.9%；燃油高开2%，原油高开0.87%。		市场
2020-01-06 20:56:13	 五连板日出东方收上交所问询函，要求说明委托理财到期无法收回的原因以及公司资金安全性，并出具独立意见。		公司 A股
2020-01-06 20:56:02	【中国人寿与中国一汽签署战略合作协议】1月6日下午，中国人寿与中国一汽在北京签署战略合作协议。中国人寿集团董事长王滨表示，中国人寿将把加强与中国一汽的战略合作作为支持东北振兴、服务实体经济的重要途径和重要举措抓紧、抓实、抓出成效，希望双方在企业年金、财险、寿险、银行、投资等方面加大合作力度。		公司
2020-01-06 20:55:07	 小米集团在港交所公告：董事会于2020年1月6日根据股份奖励计划奖励4892.6万股给1646名选定参与者，授出奖励当日的股份收市价为10.98港元。		公司 焦点
2020-01-06 20:53:35	【中国植物性食品产业联盟秘书长：植物肉食品生产和上市标准正在研究制定中】中国植物性食品产业联盟秘书长薛岩指出，2050年，中国肉制品缺口将达到3800万吨，依靠传统的养殖业和肉制品加工生产不足以满足供应，而植物肉产品将是一个很好的补充。同时，薛岩也表示，目前部分问世的植物肉产品品控弱、口感差，给消费者造成了不好的消费体验。植物肉食品产品生产和上市标准已经在研究制定中，将借鉴国际上成熟的植物肉标准体系，逐渐加强植物肉产品市场监管和准入门槛。（中证报）		宏观 行业
2020-01-06 20:49:06	【2019年上海重大工程完成投资逾1460亿元】从1月6日召开的2019年度上海市重点工程实事立功竞赛总结表彰会新闻通气会上获悉，2019年初，上海全市重大工程共安排正式项目138项，预备项目28项，新开工23项，基本建成11项，截至12月底，上海市重大工程完成投资1462.3亿元，完成全年计划102.25%，比去年增加43.4亿元。（上证报）		宏观
2020-01-06 20:48:46	【招商蛇口：子公司招商局置地2019年年度盈利预计显著上升】招商蛇口1月6日晚间公告，公司控股子公司招商局置地（公司间接持有其74.35%的股权）6日发布了2019年年度盈利预增公告。招商局置地预计2019年度收益、溢利及公司拥有人应占溢利均显著上升，其中，公司拥有人应占溢利同比增幅预计不低于35%。		公司 A股
2020-01-06 20:47:22	 【全国税务工作会议：2020年要继续积极培植税源 支持民营企业发展壮大】全国税务工作会议6日于北京召开，针对2020年减税降费工作，国家税务总局局长王军称，将进一步提高抓落实的质量，凝聚抓落实的合力，强化抓落实的成效，让纳税人、缴费人有更多获得感。会议表示，2020年，要继续依法依规征收，积极培植税源，支持民营企业发展壮大，坚决不越收“过头税费”的红线，坚决依法打击虚开骗税行为，努力实现组织税费收入量质兼优。		宏观 焦点
2020-01-06 20:46:24	【射频前端模块需求爆发 产业链公司已开始争抢市场】据台媒报道，随着4G跨入5G，Wi-Fi从802.11ac转向802.11ax(Wi-Fi 6)标准，无线通讯前端模块(FEM)需求明显增加，需要的多种异质元件包括各类射频(RF)、功率放大器(PA)元件等快速放量。供应链业者预计，台系IC设计龙头联发科在手机系统单芯片、Wi-Fi6芯片等量产速度将非常积极。世嘉科技在5G天线和5G陶瓷介质滤波器等射频新产品上有先发优势。关注信维通信、麦捷科技。（怀新资讯）		行业
2020-01-06 20:43:36	【商务部：支持广东自贸试验区率先探索与港澳经贸规则对接】为积极支持粤港澳大湾区建设，推动落实《粤港澳大湾区发展规划纲要》，商务部牵头在内地与香港/澳门经贸合作委员会框架下，成立了粤港澳大湾区建设经贸专责小组，就粤港澳大湾区的要素高效便捷流动、促进粤港澳三地贸易投资自由化便利化等进行了深入研究，提出了《关于商务领域支持粤港澳大湾区建设若干政策措施的意见》。支持广东自贸试验区率先探索与港澳经贸规则对接，带动提升粤港澳大湾区制度型开放水平等。		宏观
2020-01-06 20:43:13	【天音控股：预计2019年扭亏为盈 净利5500万–7000万】天音控股披露业绩预告，预计公司2019年盈利5500 万元–7000 万元，扭亏为盈。		公司 A股
2020-01-06 20:35:25	【博汇纸业：实际控制人签署股权转让协议】博汇纸业公告，当日，公司收到实控人杨延良及其配偶李秀荣与金光纸业签署的《股权转让协议》，标的股权为杨延良及李秀荣持有的博汇集团100%出资额及其对应的股东所有权益。经双方协商一致，转让价款以博汇集团的净资产为依据。涉及上市公司的资产（即博汇集团持有的上市公司3.85亿股），对应每股转让价格为5.36元，且包含在标的股权转让价款中。		公司
2020-01-06 20:32:34	 天音控股：预计全年实现净利润5500万元–7000万元，去年同期亏损2.3亿元。公司主营业务效益有所增加，新业务模式高效拓展，整体业务规模实现稳步增长。		公司
2020-01-06 20:32:13	【全国知识产权局局长会议在京召开，2020年将制定完成知识产权强国战略纲要】会议强调，2020年要着力做好七个方面工作。一是加强知识产权顶层设计，加快制定知识产权强国战略纲要，认真做好知识产权“十四五”规划，继续完善知识产权法律制度。二是强化知识产权保护，高标准落实《关于强化知识产权保护的意见》。三是持续推进知识产权审查提质增效，持续提升专利、商标审查质量效率。四是大力促进知识产权价值实现，健全知识产权运营体系，提高创新主体知识产权管理能力，推动知识产权服务业高质量发展。五是提升知识产权公共服务能力。六是更大力度加强知识产权保护国际合作，深化“一带一路”知识产权国际合作。七是强化知识产权事业综合保障，加强知识产权文化建设和人才培养。		宏观
2020-01-06 20:29:31	【第一季度MLCC供需趋紧 通用型价格全年涨幅或达50%】中国MLCC制造商和渠道商今年首季供货吃紧，5G智能手机拉货力道强劲，预期今年通用型MLCC价格可望上扬30%-50%。其中，一家高端渠道商与中国移动设备客户签下了长约，预估今年业绩可望扬升30%。据了解，5G时代被动元件需求将较4G多出两成。例如， iPhone X MLCC用量约1100 颗，5G时代下MLCC平均一支手机用量将超过1200颗，中端手机MLCC 数量也需要500颗以上。（集微网）		行业
2020-01-06 20:29:15	【全国知识产权局：2020年要大力促进知识产权价值实现】全国知识产权局局长会议1月6日在京开幕。会议强调，2020年要加强知识产权顶层设计，加快制定知识产权强国战略纲要；强化知识产权保护；大力促进知识产权价值实现，健全知识产权运营体系，提高创新主体知识产权管理能力，推动知识产权服务业高质量发展等。		宏观
2020-01-06 20:28:35	 居然之家：拟收购天津居然之家商业保理有限公司100%股权，交易价格5.6亿元。		公司 A股
2020-01-06 20:28:00	美、布两油一度短线下挫逾0.3美元，现分别报63.62美元/桶及69.39美元/桶。		市场 国际
2020-01-06 20:26:20	【Alphabet首席法务官连续三月抛售价值7000万美元股票】国外媒体报道，据提交给美国证券交易委员会的文件显示，谷歌母公司Alphabet首席法务官大卫·德拉蒙德刚刚抛售了价值7700万美元的股票，包括他所有剩余的全部A类股票。当前，德拉蒙德正因涉嫌不当行为而接受公司调查。此次调查主要针对高管的性骚扰和其他不当行为指控，其中包括德拉蒙德，他被控与员工保持不当关系。SEC文件显示，德拉蒙德分别出售了逾2.8万股A类和C类股票。截至上周五，他仍持有超过6.7万股C类股，价值约9200万美元。需要指出的是，此次售股是10b5-1交易计划的一部分，即预先安排好的出售计划。		公司 国际
2020-01-06 20:24:31	【新加坡大华银行：美元兑日元USD/JPY表现脆弱 但短期内不大可能跌破107】 美元兑日元轻松跌破几个强支撑位，这种快速下跌属严重超卖，现在预期该货币对复苏为时尚早，美元可能继续表现疲软；不过今日而言，美元兑日元不大可能跌破107.50的支撑位，而阻力位则在108.25和108.50；未来1-3周，维持上周四的观点不变，即美元兑日元将面临下行压力，不过美元兑日元可能不会跌至107.87；在此阶段，美元兑日元跌破107支撑位的可能性不高，如果该货币对上行，则只有突破108.85才表明，美元兑日元的疲软有所缓和。		观点
2020-01-06 20:20:09	【JMP Securities：对特斯拉毛利率的增长表现“有点担忧”】JMP Securities分析师Joseph Osha在一份研究报告中告诉投资者，鉴于特斯拉目前发布的第四季度的生产和交付数据，他表示自己对该公司2020年的表现预测感到满意。这位分析师表示，他对特斯拉2020年汽车交付量的预测与市场预测有很大差异，并预计在第四季度财报发布后会做出一些修正。Osha补充称，他对特斯拉公司的毛利率的表现“有点担心”，这一数据的表现将影响其对特斯拉作出的“跑赢大市”的评级。		观点 国际
2020-01-06 20:03:05	【联建光电：控股方与某地方国资企业就股权转让核心条款达成共识】联建光电1月6日晚披露筹划公司控制权变更进展，并宣布1月7日起复牌。停牌期间，公司控股股东、实际控制人及一致行动人与某地方国资旗下全资企业就股权转让的具体细节进行了进一步的沟通和协商，目前意向收购方已完成对公司的尽调工作，并对相关核心交易条款达成共识。意向收购方需以公司控股股东的债权方同意相关的债权转让条件为前提，双方正积极推进债权转让及股票解除质押事项。		公司 A股
2020-01-06 20:02:08	 牧原股份：2019年12月份，公司销售生猪82.72万头，销售收入28.16亿元。商品猪销售均价30.52元/公斤，比2019年11月份上涨0.73%。商品猪价格整体呈现上升趋势。		公司 A股
2020-01-06 20:00:25	上海黄金交易所黄金T+D盘初涨0.9%，白银T+D涨1.11%。		市场
2020-01-06 19:57:05	 【中国基里巴斯签署共建“一带一路”谅解备忘录】据新华社，国家主席习近平在人民大会堂同基里巴斯总统马茂会谈后共同见证两国共建“一带一路”谅解备忘录的签署。这标志着中国同所有10个建交太平洋岛国都签署了共建“一带一路”合作文件。		宏观
2020-01-06 19:56:07	【泰林生物中签号码出炉 共2.6万个】泰林生物1月6日晚披露中签结果，中签号码共有2.6万个，每个中签号码可认购500股公司A股股票。		公司 A股
2020-01-06 19:54:26	【宝鼎科技：山东招金集团成为公司控股股东 股票明日复牌】宝鼎科技公告，截至 2019 年 12 月 31日，本次要约收购期限届满，根据中国证券登记结算有限责任公司深圳分公司提供的数据统计，在2019年12月2日至2019年12月31日要约收购期间，最终有3个账户，共计2449.91万股股份接受收购人发出的要约，本次要约收购完成后，山东招金集团有限公司持有公司股份数量为1.16亿股，占公司股份总数的37.90%，为公司第一大股东并成为公司控股股东，公司股票将于1月7日(星期二)开市起复牌。		公司 A股
2020-01-06 19:52:51	 证监会：深圳贝仕达克技术股份有限公司、浙江浙矿重工股份有限公司、京北方信息技术股份有限公司将于1月10日首发上会。		公司
2020-01-06 19:51:48	【上海市政府常务会议研究虹桥商务区规划，探索跨行政区域高质量协同发展】会议原则同意《上海市虹桥主城片区单元规划》并指出，要围绕提升功能做规划，聚焦大会展、大商务、大流通等重点产业方向，通过规划赋能，提升区域发展的核心竞争力。要建设好主城片区，坚持产城融合、职住平衡，完善交通组织和配套设施建设，促进经济功能和社会功能协调发展。规划重在实施，要切实抓好方案落地，集约有序开发，以规划为引领形成区域发展合力，力争尽快取得有显示度、有影响力的实际成效，走出一条跨行政区域高质量协同发展的新路。（上观）		宏观
