datetime	content	title	channels
2020-02-07 22:52:52	【北京公共场所不戴口罩者重则将被拘留】北京市司法局局长李富莹：按照北京市政府办公厅通知，宾馆、饭店、文化娱乐场所、商场超市、公共交通场站等人员密集场所的经营管理单位和地铁、公交等公共交通运营管理单位对未佩戴口罩的，应当进行劝阻。实践中，对不听从劝阻，甚至引发矛盾冲突的，由公安机关予以处罚，轻则处以警告，重则有可能被处以拘留。（央视财经）		焦点 疫情
2020-02-07 22:48:37	【成都全市小区院落封闭管理】7日，成都市新型冠状病毒感染的肺炎疫情防控指挥部发布通告，称全市城镇居住小区（院落）、农民集中居住区、农村散居院落实行限制外来人员进入的封闭式管理。（人民日报）		疫情
2020-02-07 22:47:47	【湖北武汉：雷神山医院开展验收并逐步移交】经过10多个昼夜的奋战，武汉雷神山医院开展验收并逐步移交，目前首批医疗人员已经集结完毕，随后将承担救治任务。武汉雷神山医院整体参照战地医院形式，采用模块化设计，主要包括医疗用房区、医护保障区、医疗辅助区。总用地面积约328亩，建筑面积7.99万平方米。正式使用后，将可提供1600张床位，可容纳2000余名医护人员。目前医院正在布置病房、调试设备。进驻这里的首支医疗队共110余人，由湖北省肿瘤医院和武汉市第一医院骨干力量组成；医技人员则由三级医院选派，共同承担雷神山医院医疗救治任务。（国际在线）		焦点 疫情
2020-02-07 22:44:49	  美国国家经济顾问库德洛：未看到美国经济周期将要结束的迹象。		观点 国际
2020-02-07 22:40:13	【发改委下达2亿支持湖北重症救治】按照党中央、国务院总体部署，国家发展改革委紧急下达第二批中央预算内投资2亿元，专项补助承担重症感染患者救治任务的华中科技大学同济医学院附属同济医院、华中科技大学同济医学院附属协和医院、湖北省人民医院的重症治疗病区建设，重点用于购置无创呼吸机、心电监护仪、床旁血滤机（CRRT）、体外膜肺氧合仪（ECMO）等重要医疗设备，保障重症患者得到集中统一救治，努力提高治愈率、降低病死率。（人民日报）		焦点 疫情
2020-02-07 22:39:29	  美国国家经济顾问库德洛：就业报告显示出“炸裂”的数字。		观点 国际
2020-02-07 22:39:11	  【安徽省各级各类学校2月底前不开学】据新安晚报，根据疫情发展情况，经安徽省政府同意，全省各级各类学校（高校、中小学、中职学校、技工院校、幼儿园、托儿所等）2月底前不开学。具体开学时间，将视疫情防控情况，经科学评估后确定，届时提前向社会公布。		其他
2020-02-07 22:38:49	  欧元主要股指扩大跌幅，欧洲斯托克600指数跌0.5%，英国富时100指数跌0.66%，德国DAX指数跌0.64%。		市场
2020-02-07 22:36:48	道指跌超200点，成分股中，高盛、陶氏杜邦、卡特彼勒、埃克森美孚、美国运通、3M、迪士尼均跌超1%。		市场
2020-02-07 22:31:54	  动视暴雪涨1.49%，第四季度业绩好于市场预期。		公司
2020-02-07 22:31:41	  Pinterest涨16%，第四季度营收同比增46%。		公司
2020-02-07 22:31:08	  吉利德科学涨2.3%，此前抗病毒药物瑞德西韦临床试验已在武汉金银潭医院启动。		公司
2020-02-07 22:30:51	  洲际交易所开涨约4%，eBay开跌约6%，此前洲际交易所表示放弃收购eBay。		公司
2020-02-07 22:30:43	【道指开盘跌0.4%，标普500跌0.4%，纳指跌0.5%】eBay跌5.8%，此前洲际交易所表示放弃收购eBay。Uber涨7.4%，第四季度亏损小于市场预期。		市场
2020-02-07 22:29:36	【天津建立金融快速响应机制，帮助中小企业共克时艰】7日从天津市金融局获悉，为帮助对疫情防控做出贡献的中小企业和有发展前景但受疫情影响暂时遇到困难的小微企业共克时艰，天津市建立金融快速响应机制，自即日起实施。据悉，金融快速响应机制执行期与《天津市打赢新型冠状病毒感染肺炎疫情防控阻击战进一步促进经济社会持续健康发展的若干措施》有效期一致，即自印发之日起至新型冠状病毒感染的肺炎疫情结束后再顺延3个月。（新华社）		行业 疫情
2020-02-07 22:28:28	  【受船舶运价下跌影响，波罗的海干散货运价指数周五下跌】因巴拿马型船运价上涨被海岬型船和超灵便型船运价下跌所抵消，波罗的海干散货运价指数周五录得下跌，跌3.7%或16点至415点。海岬型船运价指数跌47点至-234点，为连续第41个交易日录得下跌，日均获利减少361美元至2660美元，巴拿马型船运价指数上涨11点或2.1%至541点，日均获利增加98美元至4871美元。		市场
2020-02-07 22:26:01	  现货黄金自非农数据公布后低点回升逾10美元，现涨0.3%，报1569.59美元/盎司。		市场
2020-02-07 22:24:06	【微信小程序春节果蔬交易增149%，社区电商交易增三倍】微信小程序官方数据显示，2020年除夕到初七，小程序生鲜果蔬业态交易笔数增长149% ，社区电商业态交易笔数增长322%。据各零售企业官方数据显示，到家业务都有明显增长：除夕到初六，每日优鲜小程序相比去年同期的订单量增长309%，实收交易额增长465%，蔬菜、水果、肉蛋、粮油速食、防护口罩始终占据热销品类前五。（新京报）		焦点 疫情
2020-02-07 22:23:08	【人社部：春节延长假期间上班应先安排补休】人社部等7日印发《关于做好新型冠状病毒感染肺炎疫情防控期间稳定劳动关系支持企业复工复产的意见》，对因依法被隔离导致不能提供正常劳动的职工，要指导企业按正常劳动支付其工资；隔离期结束后，对仍需停止工作进行治疗的职工，按医疗期有关规定支付工资。对在春节假期延长假期间因疫情防控不能休假的职工，指导企业应先安排补休，对不能安排补休的，依法支付加班工资。（中国新闻网）		焦点 疫情
2020-02-07 22:21:21	【国铁集团：将推动重点工程项目逐步全面复工建设】记者从中国国家铁路集团有限公司了解到，在全力抓好确保铁路运输安全畅通、打好铁路疫情防控阻击战的同时，国铁集团将有序推进铁路建设，推动重点工程项目逐步全面复工建设。国铁集团有关负责人表示，将加大川藏铁路、成渝中线高铁等重大项目前期工作力度，推动重点工程项目逐步全面复工建设，为落实“六稳”要求、完成年度投资奠定基础。（新华社）		公司 疫情
2020-02-07 22:18:29	【东旭光电：暂停发行股份购买资产的评估、审计等相关工作】东旭光电公告，公司拟通过发行股份的方式购买控股股东东旭集团有限公司持有的公司正在使用的与主营业务光电显示材料及其装备相关的专利资产。鉴于新型冠状病毒感染肺炎疫情期特殊情况，公司积极响应号召做好防控工作，暂停了本次发行股份购买资产的评估、审计等相关工作，公司将持续关注疫情的发展，适时继续推进相关工作。		公司
2020-02-07 22:15:51	  澳元兑美元AUD/USD持续下挫，跌幅扩大至1%，报0.6665。		市场
2020-02-07 22:14:16	【公安机关依法严厉打击拒绝隔离治疗传播新冠病毒违法犯罪行为】近日，部分人员刻意隐瞒情况，拒绝隔离治疗，致使病毒传播扩散，危害公共安全。各地公安机关高度重视，迅速立案侦查。公安部有关负责人表示，故意或者放任传播新型冠状病毒，危害公共安全的，应当以以危险方法危害公共安全罪追究刑事责任。公安机关将坚决依法严厉打击此类违法犯罪行为。根据传染病防治法有关规定，任何单位和个人，必须接受疾病预防控制机构、医疗机构有关传染病的调查、检验、采集样本、隔离治疗等防控措施，如实提供有关情况。任何人都应当严格遵守法律法规，对明知已感染或可能感染新型冠状病毒肺炎的，要主动报告，及时就医，接受治疗，自觉隔离，切实对自己、家人和他人的生命安全与身体健康负责。（新华社）		焦点 疫情
2020-02-07 22:11:06	  美元指数DXY短线上扬近10点，涨幅进一步扩大至0.2%，报98.65。		市场
2020-02-07 22:09:39	【公安部交管局：尽快恢复正常通行】记者7日从公安部交管局获悉，各地公安机关对出现擅自封闭高速公路出入口、阻断国省干线公路、硬隔离或挖断农村公路的情况，要立即报告党委政府，依法依规处罚，尽快恢复正常通行。（新华视点）		焦点
2020-02-07 22:07:58	  澳元兑美元AUD/USD跌幅扩大至0.9%，报0.6669，创2009年3月以来新低。		市场
2020-02-07 22:05:34	【湖北披露瑞德西韦双盲试验详情：向重症倾斜】据中新网，针对药物瑞德西韦的随机双盲对照试验，湖北省医疗救治组专家、华中科技大学同济医院呼吸与危重症医学科主任赵建平7日透露，目前在分组上对重症病人有相应倾斜，“以前分组是1：1，1份治疗用药，1份对照组。这次是2：1，若参加研究有66%的机会用上这个药。” 赵建平表示，其他患者不会因为没有用上瑞德西韦延误病情。		焦点 疫情
2020-02-07 22:04:18	方直科技收问询函：深交所要求公司进一步说明“停课不停学”的有关举措对公司2020年业绩及未来业绩是否有实质性影响，你公司基本面是否发生重大变化，并就有关情况进行必要的风险提示。		公司
2020-02-07 22:02:33	法国官员表示，法国正在寻求将欧元清算业务从英国伦敦快速转移到欧元区的方法。		国际
2020-02-07 22:02:00	【交通运输部：公路水路客座率控制在50% 农民工包车可免费走高速】交通运输部2月7日印发关于全力做好春运返程高峰运输服务保障工作的紧急通知，要求春运期间全国长途客运班车、水路客运班轮客座率将控制在50%，疫情防控期间地方政府组织的农民工返岗包车可免费通行高速公路。（新华视点）		疫情
2020-02-07 22:00:58	【广东已有35家口罩企业开工】记者从广东省政府新闻办7日举行的发布会了解到，截至当天中午，广东129家相关医疗物资企业中已有92家开工，其中包括口罩生产企业35家。（新华社）		行业 疫情
2020-02-07 22:00:44	【江苏：各地暂时关闭多数高速出口，保留三分之一左右】2月6日，江苏省新型冠状病毒感染的肺炎疫情防控工作领导小组办公室，印发《关于进一步加强疫情防控期间物资运输保障工作的通知》。《通知》要求保障公路网畅通，严禁擅自阻断交通，确保交通主干道畅通。要求各地暂时关闭多数高速出口，保留辖区出口数量的1/3左右。港口所在地人民政府，严禁以疫情防控为名，随意禁限货运船舶靠港作业。（澎湃）		疫情
2020-02-07 21:56:35	【新冠肺炎病死率有所下降】截至2月6日24时，全国病死率下降至2.0%；湖北（除武汉）病死率下降至1.3%；武汉病死率下降至4.1%。显然，由于全国各地的医务人员到达了武汉，支持的力度变大，病死率开始下降。（央视新闻）		焦点 疫情
2020-02-07 21:54:53	分析师Reade Pickert：12月异常温暖的天气，对天气敏感的行业的影响尤为明显，建筑业增加4.4万人，增幅创近一年以来最大。就业参与率持续增加巩固了美联储主席鲍威尔维持经济扩张的愿景。		观点 国际
2020-02-07 21:54:39	机构评美国1月非农数据：美国制造业就业人数继去年12月减少5000人之后，1月又减少了12000人。除了受贸易局势影响外，波音公司1月暂停生产使其陷入困境的737 MAX喷气式飞机也对制造业造成了挤压。波音最大的供应商Spirit AeroSystems上月表示，由于波音737 MAX停产，该公司计划在堪萨斯州威奇托工厂裁员20%以上。		观点 国际
2020-02-07 21:54:26	【全国远程办公大数据：这些地方的人最爱开会】企业微信发布远程办公大数据，北京、深圳、上海分别是线上会议开通最多的前三位城市，而江苏、浙江、山东地区等人们是线上开会时间最长的前三名。		其他
2020-02-07 21:50:53	分析师Valeria：美国股指期货在开盘前仍处于下跌状态。但在“平淡无奇”的非农报告出炉后，它们正努力收复部分失地。若股市表现良好料会进一步支撑美元。		观点 国际
2020-02-07 21:50:39	分析师Joseph：美国1月就业参与率升至63.4%（前值63.2%），这进一步证明，长时间的就业热潮正在影响到长期失业的人群及提供工作的人群。		观点 国际
2020-02-07 21:50:28	市场分析师Steve Matthews：时薪增长对美国工人来说是好消息，就业参与率上涨暗示劳动力市场仍存在空间。		观点 国际
2020-02-07 21:48:11	贝莱德首席投资策略师罗森伯格：排除天气原因，非农报告并不及想象中强。		观点 国际
2020-02-07 21:47:51	现货黄金上破1570美元/盎司，刷新三日高位，日内涨0.31%。		市场 国际
2020-02-07 21:43:56	希腊10年期国债收益率跌7个基点至1.075%，刷新历史新低。		市场 国际
2020-02-07 21:41:56	【非农后】据CME“美联储观察”：美联储3月维持当前利率在1.50%-1.75%区间的概率为94.5%，降息25个基点的概率为5.5%，加息25个基点的概率为0%；到4月维持当前利率在1.50%-1.75%区间的概率为78.3%，降息25个基点的概率为20.8%，降息50个基点的概率为0.9%。		央行 国际
2020-02-07 21:41:42	【财政部：中央财政贴息政策下一步是否扩大范围，还有待进一步审慎研究】财政部金融司有关负责人答记者问：将统筹考虑疫情变化、对经济的影响、现有政策实施的效果等因素，加强宏观研判，先狠抓现有政策的落实，精准支持受疫情影响严重的行业、地区和人群，帮助他们尽快恢复正常生产和经营。同时，为疫后宏观经济政策应对举措，做好前瞻性、有针对性的政策储备。		宏观 焦点 疫情
2020-02-07 21:39:23	【财政部、发改委、工信部、央行、审计署等五部门联合发文强化疫情防控重点保障企业资金支持】人民银行向相关全国性银行和疫情防控重点地区地方法人银行发放专项再贷款，支持其向名单内企业提供优惠贷款。每月专项再贷款发放利率为上月一年期贷款市场报价利率（LPR）减250基点。再贷款期限为1年。金融机构向相关企业提供优惠利率的信贷支持，贷款利率上限为贷款发放时最近一次公布的一年期LPR减100基点。 对享受人民银行专项再贷款支持的企业，中央财政给予贴息支持。在人民银行专项再贷款支持金融机构提供优惠利率信贷支持的基础上，中央财政按企业实际获得贷款利率的50%进行贴息。贴息期限不超过1年。		宏观 焦点 疫情
2020-02-07 21:38:14	现货黄金在非农数据公布后振幅达8美元，现涨0.13%，报1566.91美元/盎司。		市场 国际
2020-02-07 21:36:10	加拿大统计局：制造业和建筑业就业岗位增加4.91万个。服务业岗位减少1.45万个，主要是医疗和社会救助领域的就业岗位减少。		数据 国际
2020-02-07 21:35:36	欧洲斯托克600指数跌幅缩窄至0.2%。		市场 国际
2020-02-07 21:33:58	现货黄金完全收复数据公布后的跌幅，现报1564.05美元/盎司。现货白银收复非农数据公布后跌幅。		市场 国际
2020-02-07 21:32:27	美国劳工部：1月建筑业、医疗保健、运输业与仓储业就业人数录得增加。过去三个月，平均新增非农就业人数为21.1万。		焦点 国际
2020-02-07 21:31:37	美国股指期货短线上扬。		市场 国际
2020-02-07 21:31:27	  COMEX白银期货跌幅扩大至1%。		市场 国际
2020-02-07 21:31:06	非农数据公布后，国际黄金短线下挫4.15美元；国际白银变动不大；美元指数DXY变动不大。		市场 国际
2020-02-07 21:30:40	 【美国1月季调后非农就业人口增加22.5万人 远超预期】美国1月季调后非农就业人口增加22.5万人，预期16万人，前值为14.5万人。美国1月失业率3.6%，前值3.5%，预期3.5%。		数据 焦点 国际
2020-02-07 21:30:12	【武汉是否考虑向外省转移患者？武汉市委常委回应】 武汉市委常委、常务副市长胡亚波在发布会上表示，现在有超万名医疗人员支援武汉，与此同时大批的医疗物资，药物和医用设施设备也在不断运往武汉，这些都是为了加强武汉的力量，更好地救治患者。在这也特别感谢大家的关心和大家这样的建议。		焦点 疫情
2020-02-07 21:29:59	【山东港口购买10000套防护服、捐款约450万元支援抗疫】继2月6日，短短7个小时，43380名干部职工合计捐款约450万元力挺武汉后，2月7日，由山东省港口集团捐赠的10000套防护服运抵济南交付省红十字会，将专项用于全省防疫一线医护人员的防护保障。		公司 疫情
2020-02-07 21:28:40	【最高检：涉疫情案件努力做到“当日来、当日转、当日送”】最高检党组提出，检察机关在疫情防控中要积极履行检察职能，依法严厉打击利用疫情哄抬物价、囤积居奇、趁火打劫等扰乱社会秩序的违法犯罪行为，严厉打击制售伪劣药品、医疗器械、医用卫生材料等违法犯罪行为。为了依法从严从快惩治犯罪，回应社会关切，案管办要求全国检察机关案件管理部门对此类案件及时规范受理、流转和送案，努力做到“当日来、当日转、当日送”。据统计，1月30日至2月7日，全国检察机关案件管理部门已受理案件26570件，通过电话、网络为律师、当事人、诉讼代理人提供咨询、办理事项9049人次。（一财）		宏观 疫情
2020-02-07 21:25:46	【人社部：不能按期到岗可优先使用带薪年休假】人社部等7日印发《关于做好新型冠状病毒感染肺炎疫情防控期间稳定劳动关系支持企业复工复产的意见》，对因受疫情影响职工不能按期到岗或企业不能开工生产的，要指导企业主动与职工沟通，有条件的企业可安排职工通过电话、网络等灵活的工作方式在家上班完成工作任务；对不具备远程办公条件的企业，与职工协商优先使用带薪年休假、企业自设福利假等各类假。		宏观 疫情
2020-02-07 21:23:22	【非农前】据CME“美联储观察”：美联储3月维持当前利率在1.50%-1.75%区间的概率为90%，降息25个基点的概率为10%，加息25个基点的概率为0%；到4月维持当前利率在1.50%-1.75%区间的概率为74.6%，降息25个基点的概率为23.7%，降息50个基点的概率为1.7%。		央行
2020-02-07 21:21:34	湖北省医疗救治组专家赵建平表示，瑞德西韦是体外试验效果最好的药物，但是还需要通过临床试验。目前这个药物没有明显的不良反应。（一财）		焦点 疫情
2020-02-07 21:19:02	【武汉市委常委胡亚波：代表市委市政府向李文亮表示哀悼，将全力配合调查组】2月7日晚上9点，湖北省政府新闻办公室召开第17场新型冠状病毒感染的肺炎疫情防控工作新闻发布会，介绍武汉市新冠肺炎疫情防控工作有关情况。 武汉市委常委、常务副市长胡亚波表示，李文亮同志在抗击疫情中感染了肺炎，经全力救治不幸逝世，我代表市委、市政府、全市人民向李文亮医生和所有被病毒夺去生命的同胞表示深切的哀悼，向他们的亲属表示慰问。 “大家通过新闻媒体知道，今天经中央批准，国家监察委决定派出调查组来武汉，就群众反映的涉及李文亮医生的有关问题作全面调查，武汉市将全力配合调查组做好相关工作。”（北京青年报）		其他 疫情
2020-02-07 21:18:41	【武汉：除了防护用品外 氧气供应量也很紧张】武汉市肺科医院院长彭鹏表示，除了防护用品之外，现在氧气供应量也很紧张。氧气供应量不能增加，就不能投入更多的呼吸机来对危重病人进行救治，限制了对危重病人的救治。		疫情
2020-02-07 21:16:28	【雪榕生物：捐赠的新鲜食用菌金针菇等运往武汉】2月7日，全国最大的鲜菇生产商雪榕生物，向武汉市捐赠的新鲜食用菌金针菇、蟹味菇、白玉菇，从上海出发被运往疫区前线武汉。这批健康食材将为新型肺炎疫情这场没有硝烟的战争提供助力。另外，为积极响应国家政策，保障市场供应稳定有序，雪榕生物发挥智能化、机械化生产优势，开足马力全速生产，保证全国市场食用菌的正常供应。		公司 A股
2020-02-07 21:15:49	武汉市委常委、常务副市长胡亚波：目前武汉市可开展核酸检测的机构已经扩展到了35家，每天的检测能力从200份增加到了6000到8000份。（一财）		焦点 疫情
2020-02-07 21:14:09	【图集 | 谢谢你来过！武汉市民自发前往医院悼念李文亮】2月7日凌晨，曾为疫情吹哨的李文亮医生因新冠肺炎离世。在他最后停留的武汉市中心医院(后湖院区)门前，不少当地市民自愿前来悼念。他们留下了一捧捧花束，和想对李文亮医生说的话。医院门前一排整齐的花束，提醒着路人：这里是李文亮最后停留的地方。 天色将暗，仍有不少市民匆匆来此，只为进行一次简单的、甚至无他人知晓的悼念。悼念者留下手绘与简单的字条，几乎没人留下自己的名字。 “致李文亮医生，我们这时代的英雄，愿逝者安息”。 （每日经济新闻）		焦点 疫情
2020-02-07 21:13:12	【武汉常务副市长：今晚1400人各地医疗救助队将陆续抵达武汉】据一财，武汉市委常委、常务副市长胡亚波表示，今晚，1400人各地医疗救助队将陆续抵达武汉。另外正在采取措施加快病床流转，提高病床使用效率。		焦点 疫情
2020-02-07 21:09:36	【武汉市委常委：武汉市还将增加5400个床位】据一财，武汉市委常委、常务副市长胡亚波在发布会上表示，武汉市疫情防控已经到了最关键的时候。省、市防疫指挥部正在将省委党校新校区、武汉市属四所高校改造成定点医疗点，将共增加5400个床位，收治已经确诊的轻症患者。		焦点 疫情
2020-02-07 21:06:45	【武汉客厅方舱医院今晚开始诊治第一批患者】应国家卫健委派遣，同济大学附属东方医院整建制承建的国家紧急医学救援队暨中国国际应急医疗队（上海），派出共55名队员、10辆专业车辆装载物资、药耗、生活保障、帐篷医院等共计30吨，于2月4日驰援武汉。今晚，该救援队所在的武汉客厅“方舱医院”正式收治第一批患者。（中国之声）		疫情
2020-02-07 21:05:37	武汉市委常委、常务副市长胡亚波：全市28家定点医院床位已经扩展到8885张，火神山医院1000张病床已经交付使用，雷神山医院1600张病床将于2月8日交付使用。（第一财经）		焦点 疫情
2020-02-07 21:04:42	【5G+热成像人体测温系统将在汉投用】据湖北日报报道，联通5G+热成像人体测温系统，将于2月14日在武汉亚心医院、省妇幼保健院、武汉市第一医院等单位安装投入使用。据了解，与传统的手持测温仪相比，该系统结合生物识别技术、视频智能分析、热成像测温技术及5G等技术手段，可实现快速的体温筛查，对异常体温进行预警。		其他
2020-02-07 21:03:37	【湖北省委书记：集中收治确诊患者疑似患者刻不容缓】2月7日，湖北省委书记、省新型冠状病毒感染肺炎疫情防控指挥部指挥长蒋超良在武汉市督导疫情防控工作，强调要将确诊患者、疑似患者集中隔离收治作为当前刻不容缓的工作，落细落实应收尽收各项措施，尽最大努力、采取更科学措施阻击疫情，守护好人民群众生命安全和身体健康。（长江云）		焦点 疫情
2020-02-07 20:59:50	【世卫组织总干事：全球缺乏抗病毒防护装备】法新社刚刚报道称，世界卫生组织(WHO)总干事谭德塞表示，全球范围内缺乏抗击病毒的防护装备。报道称，谭德塞7日在日内瓦向世卫组织执行委员会警告称，世界范围内抗击新型冠状病毒的口罩和其他防护设备将用尽，“世界正面临个人防护装备的长期短缺”。（环球网）		宏观 疫情
2020-02-07 20:55:23	【久其软件：捐赠250万元善款驰援一线】2月4日晚，久其软件旗下华夏电通向武汉市慈善总会捐款50万元（包括企业员工自筹善款近10万元），由武汉市慈善总会定向拨付给仙桃市红十字会专项使用，帮助抗击此次疫情。此前，1月29日，久其软件正式决定向湖北省慈善总会捐赠200万元款项，助力湖北疫情防控工作。		公司 A股
2020-02-07 20:51:47	WTI原油跌幅扩大至1%，报50.41美元/桶，布伦特原油跌0.93%，报54.42美元/桶。		市场 国际
2020-02-07 20:51:14	【万邦德：医药制造及医疗器械业务板块相关子公司预计将于2月10日逐步复工】万邦德公告，根据所在地地方政府发布的复工文件并经政府相关部门申请批准，公司医药制造及医疗器械业务板块相关子公司预计将于2020年2月10日逐步复工，重点对疫情防控及相关配套产品进行生产；铝材业务板块相关子公司预计将于2020年2月12日逐步复工。		公司 A股
2020-02-07 20:47:53	【交通运输部：全力抓好春运返程高峰运输服务保障工作】交通运输部发布关于全力做好春运返程高峰运输服务保障工作的紧急通知。通知指出，各地交通运输主管部门要根据地方人民政府关于复工、开学等时间安排和疫情发展态势，综合研判春运返程客流需求，科学制定工作方案，全力抓好春运返程高峰运输服务保障工作。要督促指导道路水路交通经营者合理调配运力和售票，春运期间要将长途客运班车、水路客运班轮乘员人数按照额定载客人数的50%控制客座率，引导乘客间保持一定距离。		宏观 疫情
